,cik_str,ticker,title,SIC
1589,719413,HL,HECLA MINING CO/DE/,1400
1590,1434588,LOPE,"Grand Canyon Education, Inc.",8200
1591,1364885,SPR,"Spirit AeroSystems Holdings, Inc.",3728
1592,1745916,PFSI,"PennyMac Financial Services, Inc.",6162
1593,25232,CUZ,COUSINS PROPERTIES INC,6798
1594,812074,OI,"O-I Glass, Inc. /DE/",3221
1595,1845257,LFST,"LifeStance Health Group, Inc.",8000
1596,780571,ITRI,"ITRON, INC.",3825
1597,1561680,TPH,"Tri Pointe Homes, Inc.",1531
1598,1195737,NEA,Nuveen AMT-Free Quality Municipal Income Fund,
1599,1384905,RNG,"RingCentral, Inc.",7374
1600,1495932,EXPI,"EXP World Holdings, Inc.",6531
1601,1396440,MAIN,Main Street Capital CORP,
1602,56978,KLIC,KULICKE & SOFFA INDUSTRIES INC,3674
1603,1846832,DLO,dLocal Ltd,7389
1604,1192448,GKOS,GLAUKOS Corp,3841
1605,817720,SYNA,SYNAPTICS Inc,3674
1606,1477641,DQ,DAQO NEW ENERGY CORP.,3674
1607,773141,MDC,"M.D.C. HOLDINGS, INC.",1531
1608,1579428,AXSM,"Axsome Therapeutics, Inc.",2834
1609,1012019,RUSHA,RUSH ENTERPRISES INC TX,5500
1610,897723,SANM,SANMINA CORP,3672
1611,1823239,MRVI,"MARAVAI LIFESCIENCES HOLDINGS, INC.",2834
1612,850460,WIRE,ENCORE WIRE CORP,3350
1613,1466593,OTTR,Otter Tail Corp,4911
1614,1424182,BNL,"Broadstone Net Lease, Inc.",6798
1615,1273813,AGO,ASSURED GUARANTY LTD,6351
1616,25445,CXT,"Crane NXT, Co.",3490
1617,1863105,ESMT,"EngageSmart, Inc.",7372
1618,1611647,FRPT,"Freshpet, Inc.",2040
1619,101382,UMBF,UMB FINANCIAL CORP,6021
1620,310142,SXT,SENSIENT TECHNOLOGIES CORP,2860
1621,67215,DY,DYCOM INDUSTRIES INC,1623
1622,899689,VNO,VORNADO REALTY TRUST,6798
1623,104918,AVA,AVISTA CORP,4931
1624,1716957,TAIPY,Taisho Pharmaceutical Holdings Co Ltd./ADR,
1625,1553920,BBMPY,BBMG Corporation/ADR,8880
1626,72333,JWN,NORDSTROM INC,5651
1627,1549107,MANU,Manchester United plc,7900
1628,1035201,CWT,CALIFORNIA WATER SERVICE GROUP,4941
1629,1388658,IRTC,"iRhythm Technologies, Inc.",3841
1630,1336917,UAA,"Under Armour, Inc.",2300
1631,1666134,BL,"BLACKLINE, INC.",7372
1632,1651717,NOMD,Nomad Foods Ltd,2000
1633,932470,TEO,TELECOM ARGENTINA SA,4813
1634,1126874,ERF,ENERPLUS Corp,1311
1635,1169561,CVLT,COMMVAULT SYSTEMS INC,7372
1636,1664703,BE,Bloom Energy Corp,3620
1637,1670592,YETI,"YETI Holdings, Inc.",3949
1638,1577916,PINC,"Premier, Inc.",8741
1639,1420800,ENOV,Enovis CORP,3842
1640,1084048,ZD,"ZIFF DAVIS, INC.",4822
1641,886977,MEOH,METHANEX CORP,2860
1642,763744,LCII,LCI INDUSTRIES,3714
1643,1361658,TNL,Travel & Leisure Co.,7011
1644,1565687,INTA,"Intapp, Inc.",7372
1645,1617406,PK,Park Hotels & Resorts Inc.,7011
1646,771497,ABM,ABM INDUSTRIES INC /DE/,7340
1647,1328581,BCC,BOISE CASCADE Co,5030
1648,1509991,KOS,Kosmos Energy Ltd.,1311
1649,760498,BANF,BANCFIRST CORP /OK/,6021
1650,857855,UCBI,UNITED COMMUNITY BANKS INC,6022
1651,1104485,NOG,"NORTHERN OIL & GAS, INC.",1311
1652,109177,SPB,"Spectrum Brands Holdings, Inc.",3690
1653,108516,WOR,WORTHINGTON INDUSTRIES INC,3310
1654,1158324,CCOI,"COGENT COMMUNICATIONS HOLDINGS, INC.",4899
1655,912615,URBN,URBAN OUTFITTERS INC,5651
1656,910108,LXP,LXP Industrial Trust,6798
1657,1580670,LGIH,"LGI Homes, Inc.",1531
1658,7431,AWI,ARMSTRONG WORLD INDUSTRIES INC,3089
1659,896262,AMED,AMEDISYS INC,8082
1660,921638,SSRM,SSR MINING INC.,6795
1661,1592386,VIRT,"Virtu Financial, Inc.",6211
1662,1842718,IAS,INTEGRAL AD SCIENCE HOLDING CORP.,7370
1663,1070235,BB,BLACKBERRY Ltd,7372
1664,785956,JJSF,J&J SNACK FOODS CORP,2052
1665,1737706,SDRL,Seadrill Ltd,1381
1666,1078271,EXTR,EXTREME NETWORKS INC,3576
1667,1590364,FTAI,FTAI Aviation Ltd.,7350
1668,315709,IBOC,INTERNATIONAL BANCSHARES CORP,6022
1669,1627272,OR,Osisko Gold Royalties LTD,1040
1670,1284812,CNS,"COHEN & STEERS, INC.",6282
1671,1828962,CRCT,"Cricut, Inc.",3559
1672,1685040,BHF,"Brighthouse Financial, Inc.",6311
1673,888746,CCU,UNITED BREWERIES CO INC,2082
1674,1609253,CRC,California Resources Corp,1311
1675,1777393,CHPT,"ChargePoint Holdings, Inc.",3790
1676,1628171,RVMD,"Revolution Medicines, Inc.",2836
1677,1932737,NWTN,"NWTN, Inc.",3711
1678,84748,ROG,ROGERS CORP,2821
1679,1355444,ERJ,EMBRAER S.A.,3721
1680,1877787,ZGN,Ermenegildo Zegna N.V.,2300
1681,933974,AZTA,"Azenta, Inc.",3559
1682,1861974,ECX,ECARX Holdings Inc.,7373
1683,1620533,SHAK,Shake Shack Inc.,5810
1684,1880866,VTSCY,Vitesco Technologies Group AG /ADR,
1685,1347426,BMA,Macro Bank Inc.,6029
1686,860748,KMPR,KEMPER Corp,6331
1687,1744659,AKRO,"Akero Therapeutics, Inc.",2834
1688,1639825,PTON,"PELOTON INTERACTIVE, INC.",3949
1689,1337619,ENV,"ENVESTNET, INC.",7389
1690,1714174,BUR,Burford Capital Ltd,6199
1691,1495153,MMYT,MakeMyTrip Ltd,4700
1692,1114995,PI,IMPINJ INC,3679
1693,1830081,RUM,Rumble Inc.,7370
1694,1064728,BTU,PEABODY ENERGY CORP,1221
1695,1829726,TFPM,Triple Flag Precious Metals Corp.,6795
1696,723188,CBU,"COMMUNITY BANK SYSTEM, INC.",6021
1697,1811414,QS,QuantumScape Corp,3690
1698,1790982,ARNC,Arconic Corp,3350
1699,1934850,FG,"F&G Annuities & Life, Inc.",6311
1700,1446694,SHWDY,Showa Denko K.K./ADR,8880
1701,1560327,RPD,"Rapid7, Inc.",7372
1702,1295947,PBH,Prestige Consumer Healthcare Inc.,2834
1703,912958,TIGO,MILLICOM INTERNATIONAL CELLULAR SA,4812
1704,1742692,INMD,InMode Ltd.,3845
1705,1689923,AYX,"Alteryx, Inc.",7372
1706,1601072,AY,Atlantica Sustainable Infrastructure plc,4911
1707,1596967,MC,Moelis & Co,6282
1708,1653653,RRR,"Red Rock Resorts, Inc.",7011
1709,1504764,AVAL,Grupo Aval Acciones Y Valores S.A.,6029
1710,1421876,GLPG,GALAPAGOS NV,2834
1711,1679363,MORF,"Morphic Holding, Inc.",2834
1712,1454480,SHZNY,Shenzhen Expressway Co. / ADR,
1713,819793,AIN,ALBANY INTERNATIONAL CORP /DE/,2221
1714,1637873,ACVA,ACV Auctions Inc.,7389
1715,1023514,HMY,HARMONY GOLD MINING CO LTD,1040
1716,1867072,KD,"Kyndryl Holdings, Inc.",7373
1717,1682745,VRRM,VERRA MOBILITY Corp,4700
1718,1850270,PROK,PROKIDNEY CORP.,2836
1719,912892,TV,"GRUPO TELEVISA, S.A.B.",4833
1720,1600438,GMS,GMS Inc.,5030
1721,1320695,THS,"TreeHouse Foods, Inc.",2030
1722,1771515,GO,Grocery Outlet Holding Corp.,5411
1723,1070412,CNX,CNX Resources Corp,1311
1724,1114483,ITGR,Integer Holdings Corp,3845
1725,1136352,CEQP,Crestwood Equity Partners LP,4923
1726,98677,TR,TOOTSIE ROLL INDUSTRIES INC,2060
1727,1161728,MGEE,MGE ENERGY INC,4900
1728,1876183,IHS,IHS Holding Ltd,3669
1729,104889,GHC,Graham Holdings Co,8200
1730,1361113,VRNS,VARONIS SYSTEMS INC,7372
1731,23194,CRK,COMSTOCK RESOURCES INC,1311
1732,793074,WERN,WERNER ENTERPRISES INC,4213
1733,1853513,MCW,"Mister Car Wash, Inc.",7500
1734,894315,SITC,SITE Centers Corp.,6798
1735,1764013,IMVT,"Immunovant, Inc.",2836
1736,1626115,PJT,PJT Partners Inc.,6282
1737,1796022,STEP,StepStone Group Inc.,6282
1738,860546,OFC,CORPORATE OFFICE PROPERTIES TRUST,6798
1739,1376139,CVI,CVR ENERGY INC,2911
1740,1276520,GNW,GENWORTH FINANCIAL INC,6311
1741,1800667,FROG,JFrog Ltd,7372
1742,1828365,RLX,RLX Technology Inc.,2111
1743,1492298,SBRA,"Sabra Health Care REIT, Inc.",6798
1744,891024,PDCO,"PATTERSON COMPANIES, INC.",5047
1745,1615903,IFS,Intercorp Financial Services Inc.,6029
1746,1104506,INSM,INSMED Inc,2834
1747,1831617,DSEY,"Diversey Holdings, Ltd.",2842
1748,1582313,XENE,Xenon Pharmaceuticals Inc.,2834
1749,3453,MATX,"Matson, Inc.",4400
1750,1902733,NCNO,"nCino, Inc.",7372
1751,1490978,SDGR,"Schrodinger, Inc.",2834
1752,1224608,CNO,"CNO Financial Group, Inc.",6321
1753,1671927,IMCR,Immunocore Holdings plc,2836
1754,1835539,OLK,Olink Holding AB (publ),3826
1755,56679,KFY,KORN FERRY,7361
1756,1656081,DAVA,Endava plc,7371
1757,1647639,UPST,"Upstart Holdings, Inc.",6199
1758,912728,FWRD,FORWARD AIR CORP,4731
1759,832988,SIG,SIGNET JEWELERS LTD,5944
1760,1741530,QFIN,"Qifu Technology, Inc.",6199
1761,1834488,NABL,"N-able, Inc.",7372
1762,1517375,SPT,"Sprout Social, Inc.",7372
1763,1455633,PEGRY,Pennon Group Plc / ADR,
1764,944148,CBZ,"CBIZ, Inc.",7389
1765,745308,JOE,ST JOE Co,6552
1766,1497770,WD,"Walker & Dunlop, Inc.",6199
1767,785786,PLXS,PLEXUS CORP,3672
1768,1807192,CD,Chindata Group Holdings Ltd,7370
1769,868780,DORM,"Dorman Products, Inc.",3714
1770,1311370,LAZ,Lazard Ltd,6282
1771,1561894,HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",6798
1772,1144800,TAC,TRANSALTA CORP,4911
1773,1727263,FTDR,"Frontdoor, Inc.",7340
1774,1085869,PRFT,PERFICIENT INC,7371
1775,1083839,NAD,Nuveen Quality Municipal Income Fund,
1776,876167,PRGS,PROGRESS SOFTWARE CORP /MA,7372
1777,885590,BHC,Bausch Health Companies Inc.,2834
1778,860413,FIBK,FIRST INTERSTATE BANCSYSTEM INC,6022
1779,1832511,PIII,P3 Health Partners Inc.,8000
1780,1522540,MQ,"Marqeta, Inc.",7372
1781,1743881,BBIO,"BridgeBio Pharma, Inc.",2834
1782,1699136,WHD,"Cactus, Inc.",3533
1783,105132,WDFC,WD 40 CO,2890
1784,940942,HUBG,"Hub Group, Inc.",4731
1785,1929561,RXO,"RXO, Inc.",4700
1786,1756262,TMDX,"TransMedics Group, Inc.",3845
1787,1373670,GRBK,"Green Brick Partners, Inc.",1531
1788,7789,ASB,ASSOCIATED BANC-CORP,6022
1789,1479290,RVNC,"Revance Therapeutics, Inc.",2834
1790,1857154,DNUT,"Krispy Kreme, Inc.",5400
1791,935036,ACIW,"ACI WORLDWIDE, INC.",7372
1792,751978,VICR,VICOR CORP,3679
1793,1639691,LIVN,LivaNova PLC,3845
1794,1253986,ABR,ARBOR REALTY TRUST INC,6798
1795,1364250,DEI,Douglas Emmett Inc,6798
1796,1603756,AXNX,"Axonics, Inc.",3841
1797,1740332,REZI,"RESIDEO TECHNOLOGIES, INC.",5072
1798,1459200,ALRM,"Alarm.com Holdings, Inc.",7372
1799,1328237,DBC,Invesco DB Commodity Index Tracking Fund,6221
1800,913241,SHOO,"STEVEN MADDEN, LTD.",3140
1801,1745999,BEAM,Beam Therapeutics Inc.,2836
1802,1077428,TCBI,TEXAS CAPITAL BANCSHARES INC/TX,6022
1803,1287032,PSEC,PROSPECT CAPITAL CORP,
1804,1060822,CRI,CARTERS INC,2300
1805,1579877,OUT,OUTFRONT Media Inc.,6798
1806,1622194,DEA,"Easterly Government Properties, Inc.",6798
1807,1819994,RKLB,"Rocket Lab USA, Inc.",3760
1808,866706,ESE,ESCO TECHNOLOGIES INC,3669
1809,1368622,AVAV,AeroVironment Inc,3721
1810,912242,MAC,MACERICH CO,6798
1811,861842,CATY,CATHAY GENERAL BANCORP,6022
1812,886346,KAI,KADANT INC,3550
1813,1483934,STNG,Scorpio Tankers Inc.,4412
1814,1517302,APAM,Artisan Partners Asset Management Inc.,6282
1815,1164863,NPO,"ENPRO INDUSTRIES, INC",3050
1816,1758057,LAZR,"Luminar Technologies, Inc./DE",3714
1817,1049521,MRCY,MERCURY SYSTEMS INC,3670
1818,1090116,NVG,Nuveen AMT-Free Municipal Credit Income Fund,
1819,921082,HIW,"HIGHWOODS PROPERTIES, INC.",6798
1820,1054905,IOSP,INNOSPEC INC.,2800
1821,1158463,JBLU,JETBLUE AIRWAYS CORP,4512
1822,1955520,KNF,Knife River Corp,1400
1823,1345016,YELP,YELP INC,7200
1824,718937,STAA,STAAR SURGICAL CO,3851
1825,351569,ABCB,Ameris Bancorp,6022
1826,1375877,CSIQ,Canadian Solar Inc.,3674
1827,17843,CRS,CARPENTER TECHNOLOGY CORP,3312
1828,885639,KSS,KOHLS Corp,5311
1829,1299709,AX,"Axos Financial, Inc.",6035
1830,1807794,CRDO,Credo Technology Group Holding Ltd,3674
1831,746598,BRC,BRADY CORP,3990
1832,1607678,VKTX,"Viking Therapeutics, Inc.",2834
1833,36377,FHB,"FIRST HAWAIIAN, INC.",6022
1834,1822993,JXN,Jackson Financial Inc.,6311
1835,98222,TDW,TIDEWATER INC,4400
1836,1379438,EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,
1837,1451809,SITM,SITIME Corp,3674
1838,278166,CVCO,CAVCO INDUSTRIES INC.,2451
1839,1570187,OSTIY,Osterreichische Post AG ADR,8880
1840,1721947,JAMF,Jamf Holding Corp.,7372
1841,850209,FL,"FOOT LOCKER, INC.",5661
1842,1866550,TWKS,"Thoughtworks Holding, Inc.",7371
1843,1624794,CSWI,"CSW INDUSTRIALS, INC.",2891
1844,1822829,OZON,Ozon Holdings PLC,5961
1845,1488139,AMRC,"Ameresco, Inc.",1700
1846,1861560,NUVL,"Nuvalent, Inc.",2834
1847,1329394,SIMO,Silicon Motion Technology CORP,3674
1848,916789,HELE,HELEN OF TROY LTD,3634
1849,16160,CALM,CAL-MAINE FOODS INC,0200
1850,1350593,MWA,"Mueller Water Products, Inc.",3490
1851,1588489,GBTC,Grayscale Bitcoin Trust (BTC),6221
1852,752714,MGRC,MCGRATH RENTCORP,7359
1853,828944,WSFS,WSFS FINANCIAL CORP,6021
1854,1166388,VRNT,VERINT SYSTEMS INC,7373
1855,1694028,LBRT,Liberty Energy Inc.,1389
1856,1430723,SFBS,"ServisFirst Bancshares, Inc.",6022
1857,1207179,GLNG,GOLAR LNG LTD,4400
1858,1408100,KW,"Kennedy-Wilson Holdings, Inc.",6500
1859,1494259,CARG,"CarGurus, Inc.",7374
1860,1039399,FORM,FORMFACTOR INC,3674
1861,766829,SJW,SJW GROUP,4941
1862,1088856,CORT,CORCEPT THERAPEUTICS INC,2834
1863,1770450,XRX,Xerox Holdings Corp,3577
1864,1740915,FTCH,Farfetch Ltd,7389
1865,1620393,NXRT,"NexPoint Residential Trust, Inc.",6798
1866,1632790,ENR,"ENERGIZER HOLDINGS, INC.",3690
1867,1559865,EVTC,"EVERTEC, Inc.",7374
1868,1834622,HAYW,"Hayward Holdings, Inc.",3580
1869,919012,AEO,AMERICAN EAGLE OUTFITTERS INC,5651
1870,1286139,LZ,"LEGALZOOM.COM, INC.",7374
1871,889900,PTEN,PATTERSON UTI ENERGY INC,1381
1872,1405495,IDCC,"InterDigital, Inc.",6794
1873,1823306,LSPD,Lightspeed Commerce Inc.,7372
1874,1592438,ROYMY,Royal Mail plc/ADR,
1875,1898496,GETY,"Getty Images Holdings, Inc.",7389
1876,1526520,TRIP,"TripAdvisor, Inc.",7370
1877,90498,SFNC,SIMMONS FIRST NATIONAL CORP,6021
1878,1826470,WOOF,"Petco Health & Wellness Company, Inc.",5990
1879,1288469,MXL,"MAXLINEAR, INC",3674
1880,1749704,AGTI,"AGILITI, INC. \DE",7350
1881,1760965,KTB,"Kontoor Brands, Inc.",2320
1882,1868726,OLPX,"OLAPLEX HOLDINGS, INC.",2844
1883,1362004,ICFI,"ICF International, Inc.",8742
1884,1679688,DBRG,"DigitalBridge Group, Inc.",6798
1885,1041803,PSMT,PRICESMART INC,5331
1886,1584425,TCN,Tricon Residential Inc.,6510
1887,19745,CPK,CHESAPEAKE UTILITIES CORP,4923
1888,1563411,CSTM,CONSTELLIUM SE,3341
1889,901491,PZZA,PAPA JOHNS INTERNATIONAL INC,5812
1890,1283140,HEP,HOLLY ENERGY PARTNERS LP,4610
1891,1726978,GSHD,"Goosehead Insurance, Inc.",6411
1892,899715,SKT,"TANGER FACTORY OUTLET CENTERS, INC",6798
1893,1593538,NAVI,NAVIENT CORP,6211
1894,1552797,DKL,"Delek Logistics Partners, LP",4610
1895,877860,NHI,NATIONAL HEALTH INVESTORS INC,6798
1896,803649,EQC,Equity Commonwealth,6798
1897,1650132,FCPT,"Four Corners Property Trust, Inc.",6798
1898,1086600,ARLP,ALLIANCE RESOURCE PARTNERS LP,1221
1899,1823652,EVEX,"Eve Holding, Inc.",3721
1900,1476765,GBDC,"GOLUB CAPITAL BDC, Inc.",
1901,1057706,FBP,FIRST BANCORP /PR/,6022
1902,700923,MYRG,MYR GROUP INC.,1623
1903,1922641,ENLT,Enlight Renewable Energy Ltd.,4911
1904,1275214,CSQ,CALAMOS STRATEGIC TOTAL RETURN FUND,
1905,1810546,EBC,"Eastern Bankshares, Inc.",6035
1906,1853145,EVCM,EverCommerce Inc.,7372
1907,55242,KMT,KENNAMETAL INC,3541
1908,1845097,AMBP,Ardagh Metal Packaging S.A.,3411
1909,776901,INDB,INDEPENDENT BANK CORP,6022
1910,1576263,MRTX,"Mirati Therapeutics, Inc.",2834
1911,701374,SIX,Six Flags Entertainment Corp,7990
1912,1576940,CCS,"Century Communities, Inc.",1531
1913,1385280,CNK,"Cinemark Holdings, Inc.",7830
1914,1858257,AVDX,"AvidXchange Holdings, Inc.",7372
1915,1276671,ITCL,BANCO ITAU CHILE,6029
1916,1323885,ATRC,"AtriCure, Inc.",3841
1917,835011,MGPI,MGP INGREDIENTS INC,5180
1918,1104657,MTRN,MATERION Corp,3460
1919,1546417,BLMN,"Bloomin' Brands, Inc.",5812
1920,1809519,GDRX,"GoodRx Holdings, Inc.",7374
1921,1809122,CVAC,CureVac N.V.,2834
1922,1591587,AMK,"AssetMark Financial Holdings, Inc.",6282
1923,1297184,AMPH,"Amphastar Pharmaceuticals, Inc.",2834
1924,1717161,CEPU,CENTRAL PUERTO S.A.,4911
1925,1295810,SHO,"Sunstone Hotel Investors, Inc.",7011
1926,1825570,PAX,Patria Investments Ltd,6282
1927,1366868,GSAT,"Globalstar, Inc.",4899
1928,1547903,NMIH,"NMI Holdings, Inc.",6351
1929,1610250,BOOT,"Boot Barn Holdings, Inc.",5661
1930,893691,DOOR,MASONITE INTERNATIONAL CORP,2430
1931,925261,AKO-A,ANDINA BOTTLING CO INC,2086
1932,94049,SCL,STEPAN CO,2840
1933,811532,FUN,CEDAR FAIR L P,7990
1934,897077,ALG,ALAMO GROUP INC,3523
1935,1526125,GDS,GDS Holdings Ltd,7370
1936,1570827,VCTR,"Victory Capital Holdings, Inc.",6282
1937,1710366,CEIX,CONSOL Energy Inc.,1220
1938,1537054,GOGO,Gogo Inc.,4899
1939,1762506,VIST,"Vista Energy, S.A.B. de C.V.",1311
1940,912093,VIAV,VIAVI SOLUTIONS INC.,3674
1941,1704715,AMR,"Alpha Metallurgical Resources, Inc.",1221
1942,1828318,ENVX,Enovix Corp,3690
1943,883948,AUB,Atlantic Union Bankshares Corp,6022
1944,1078075,NTCT,NETSCOUT SYSTEMS INC,7373
1945,1840572,BOWL,Bowlero Corp.,7900
1946,1648257,HCM,HUTCHMED (China) Ltd,2834
1947,107140,WLY,"JOHN WILEY & SONS, INC.",2731
1948,1848763,RNW,ReNew Energy Global plc,4911
1949,1698535,NXE,NexGen Energy Ltd.,1090
1950,700564,FULT,FULTON FINANCIAL CORP,6021
1951,1898416,ALVO,Alvotech,2836
1952,26780,DAN,DANA INC,3714
1953,1824920,IONQ,"IonQ, Inc.",7373
1954,1888447,EE,"Excelerate Energy, Inc.",4924
1955,1096752,EPC,EDGEWELL PERSONAL CARE Co,2844
1956,1802665,HRMY,"Harmony Biosciences Holdings, Inc.",2834
1957,1275617,UTF,COHEN & STEERS INFRASTRUCTURE FUND INC,
1958,929351,LGF-A,LIONS GATE ENTERTAINMENT CORP /CN/,7812
1959,1077183,NEO,NEOGENOMICS INC,8734
1960,1676163,SSII,"SS Innovations International, Inc.",3841
1961,1280784,HTGC,"Hercules Capital, Inc.",
1962,1655891,TRMD,TORM plc,4412
1963,1265131,HTH,Hilltop Holdings Inc.,6022
1964,1481513,JKS,"JinkoSolar Holding Co., Ltd.",3674
1965,799292,MHO,"M/I HOMES, INC.",1531
1966,1039065,OSIS,OSI SYSTEMS INC,3674
1967,1517413,FSLY,"Fastly, Inc.",7372
1968,1767258,XPEL,"XPEL, Inc.",3470
1969,1756770,CURLF,"Curaleaf Holdings, Inc.",2833
1970,1853717,ATAT,Atour Lifestyle Holdings Ltd,7011
1971,884713,PRMW,Primo Water Corp /CN/,2086
1972,1568100,PD,"PagerDuty, Inc.",7372
1973,1037676,ARCH,"ARCH RESOURCES, INC.",1221
1974,50725,GFF,GRIFFON CORP,3442
1975,1142596,NUVA,NUVASIVE INC,3841
1976,708955,FFBC,FIRST FINANCIAL BANCORP /OH/,6021
1977,9984,B,BARNES GROUP INC,3490
1978,1534675,TGLS,Tecnoglass Inc.,3211
1979,1628369,CWK,Cushman & Wakefield plc,6500
1980,1028918,PPBI,PACIFIC PREMIER BANCORP INC,6022
1981,1703057,ABCL,AbCellera Biologics Inc.,2834
1982,928022,CPE,Callon Petroleum Co,1311
1983,1024795,HLIO,"HELIOS TECHNOLOGIES, INC.",3490
1984,894405,ARCB,ARCBEST CORP /DE/,4213
1985,1651562,COUR,"Coursera, Inc.",7372
1986,1772695,NOVA,Sunnova Energy International Inc.,4931
1987,1670076,ULCC,"Frontier Group Holdings, Inc.",4512
1988,1293135,VET,VERMILION ENERGY INC.,1311
1989,1314727,SONO,Sonos Inc,3651
1990,1710155,EYE,"National Vision Holdings, Inc.",3851
1991,1825088,DFH,"Dream Finders Homes, Inc.",1531
1992,1362468,ALGT,Allegiant Travel CO,4512
1993,851310,HLIT,HARMONIC INC,3663
1994,1952073,MSGE,Madison Square Garden Entertainment Corp.,7990
1995,354647,CVBF,CVB FINANCIAL CORP,6022
1996,1898795,LVWR,"LiveWire Group, Inc.",3751
1997,1067294,CBRL,"CRACKER BARREL OLD COUNTRY STORE, INC",5812
1998,107687,WGO,WINNEBAGO INDUSTRIES INC,3716
1999,1210677,FA,FIRST ADVANTAGE CORP,7389
2000,1743759,CRSR,"Corsair Gaming, Inc.",3577
2001,1263994,UTG,REAVES UTILITY INCOME FUND,
2002,1230245,PIPR,PIPER SANDLER COMPANIES,6211
2003,1881487,ACDC,ProFrac Holding Corp.,1389
2004,1575828,XPRO,EXPRO GROUP HOLDINGS N.V.,1389
2005,1723596,CLBK,"Columbia Financial, Inc.",6035
2006,1530238,YY,JOYY Inc.,7374
2007,1568651,OSCR,"Oscar Health, Inc.",6324
2008,730708,SBCF,SEACOAST BANKING CORP OF FLORIDA,6022
2009,59440,VGR,VECTOR GROUP LTD,2111
2010,18654,AILIH,Ameren Illinois Co,4931
2011,1677576,IIPR,INNOVATIVE INDUSTRIAL PROPERTIES INC,6500
2012,1522727,USAC,"USA Compression Partners, LP",4922
2013,1122491,BRFS,BRF S.A.,2011
2014,1295401,TBBK,"Bancorp, Inc.",6021
2015,1590717,CTRE,"CareTrust REIT, Inc.",6798
2016,1653477,NGVT,Ingevity Corp,2800
2017,1688476,NEX,NEXTIER OILFIELD SOLUTIONS INC.,1389
2018,2230,ADX,"ADAMS DIVERSIFIED EQUITY FUND, INC.",
2019,1281895,RCKT,"ROCKET PHARMACEUTICALS, INC.",2834
2020,1828108,AUR,"Aurora Innovation, Inc.",7373
2021,887733,CENT,CENTRAL GARDEN & PET CO,5190
2022,867773,SPWR,SUNPOWER CORP,3674
2023,1720990,FSR,Fisker Inc./DE,3711
2024,1137887,NZF,Nuveen Municipal Credit Income Fund,
2025,912766,LAUR,"LAUREATE EDUCATION, INC.",8200
2026,1576427,CRTO,Criteo S.A.,7311
2027,1750,AIR,AAR CORP,3720
2028,1786205,ACLX,"Arcellx, Inc.",2836
2029,1851194,VTYX,"Ventyx Biosciences, Inc.",2834
2030,936528,WAFD,WASHINGTON FEDERAL INC,6021
2031,918608,EGO,ELDORADO GOLD CORP /FI,1040
2032,933036,UPBD,"UPBOUND GROUP, INC.",7359
2033,1356576,SUPN,"SUPERNUS PHARMACEUTICALS, INC.",2834
2034,1530804,TROX,Tronox Holdings plc,2810
2035,1110805,NS,NuStar Energy L.P.,4610
2036,1773751,HIMS,"Hims & Hers Health, Inc.",8011
2037,903129,THRM,GENTHERM Inc,3714
2038,1821806,LESL,"Leslie's, Inc.",5990
2039,1508478,ARCO,Arcos Dorados Holdings Inc.,5812
2040,1851003,ZETA,Zeta Global Holdings Corp.,7372
2041,899923,MYGN,MYRIAD GENETICS INC,2835
2042,1309402,GPRE,Green Plains Inc.,2860
2043,1386716,SBLK,Star Bulk Carriers Corp.,4412
2044,1340736,ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,
2045,1279495,BTE,BAYTEX ENERGY CORP.,1381
2046,1527590,RC,Ready Capital Corp,6798
2047,1013934,STRA,"Strategic Education, Inc.",8200
2048,1384101,VCYT,"VERACYTE, INC.",8071
2049,874499,GPOR,GULFPORT ENERGY CORP,1311
2050,1856608,SOVO,"Sovos Brands, Inc.",2000
2051,1094831,BGCP,"BGC Partners, Inc.",6200
2052,1260729,GDV,GABELLI DIVIDEND & INCOME TRUST,
2053,1691303,HCC,"WARRIOR MET COAL, INC.",1220
2054,790526,RDNT,"RadNet, Inc.",8071
2055,1856485,SLVM,Sylvamo Corp,2621
2056,99780,TRN,TRINITY INDUSTRIES INC,3743
2057,1317833,AQPW,"Golden Ally Lifetech Group, Inc.",3590
2058,1259942,BLU,BELLUS Health Inc.,2834
2059,78749,AGYS,AGILYSYS INC,7373
2060,1595974,MGNI,"MAGNITE, INC.",7370
2061,891014,MTX,MINERALS TECHNOLOGIES INC,2810
2062,10254,ESTE,EARTHSTONE ENERGY INC,1311
2063,1167419,RIOT,"Riot Platforms, Inc.",6199
2064,1541401,ESRT,"Empire State Realty Trust, Inc.",6798
2065,886744,GERN,GERON CORP,2834
2066,1679049,INSW,"International Seaways, Inc.",4400
2067,730464,ATGE,Adtalem Global Education Inc.,8200
2068,1425205,IOVA,"IOVANCE BIOTHERAPEUTICS, INC.",2836
2069,21535,COHU,COHU INC,3825
2070,807882,JACK,JACK IN THE BOX INC,5812
2071,1069258,KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",3760
2072,1809987,MIR,"Mirion Technologies, Inc.",3829
2073,812801,NUV,NUVEEN MUNICIPAL VALUE FUND INC,
2074,46195,BOH,BANK OF HAWAII CORP,6022
2075,1013131,BVN,BUENAVENTURA MINING CO INC,1000
